province,region,data,province_id,region_id,ratio,occupation
臺北市,松山區,524,1,13,1,1
臺北市,信義區,957,1,13,1,1
臺北市,大安區,788,1,13,1,1
臺北市,中山區,702,1,13,1,1
臺北市,中正區,402,1,13,1,1
臺北市,大同區,577,1,13,1,1
臺北市,萬華區,817,1,13,1,1
臺北市,文山區,803,1,13,1,1
臺北市,南港區,473,1,13,1,1
臺北市,內湖區,918,1,6,1,1
臺北市,士林區,1130,1,6,1,1
臺北市,北投區,882,1,6,1,1
新北市,板橋區,1672,2,12,1,1
新北市,三重區,1133,2,5,1,1
新北市,中和區,1368,2,12,1,1
新北市,永和區,596,2,12,1,1
新北市,新莊區,1144,2,12,1,1
新北市,新店區,1069,2,21,1,1
新北市,樹林區,474,2,20,1,1
新北市,鶯歌區,260,2,20,1,1
新北市,三峽區,374,2,28,1,1
新北市,淡水區,548,2,1,1,1
新北市,汐止區,768,2,2,1,1
新北市,瑞芳區,109,2,8,1,1
新北市,土城區,667,2,20,1,1
新北市,蘆洲區,632,2,5,1,1
新北市,五股區,243,2,5,1,1
新北市,泰山區,232,2,4,1,1
新北市,林口區,225,2,4,1,1
新北市,深坑區,61,2,22,1,1
新北市,石碇區,15,2,22,1,1
新北市,坪林區,1,2,23,1,1
新北市,三芝區,70,2,0,1,1
新北市,石門區,12,2,0,1,1
新北市,八里區,103,2,1,1,1
新北市,平溪區,11,2,14,1,1
新北市,雙溪區,9,2,15,1,1
新北市,貢寮區,13,2,16,1,1
新北市,金山區,45,2,0,1,1
新北市,萬里區,31,2,2,1,1
新北市,烏來區,17,2,29,1,2
新北市,烏來區,17,2,36,1,2
桃園市,楊梅區,453,3,18,1,1
桃園市,蘆竹區,441,3,3,1,1
桃園市,大園區,246,3,9,1,1
桃園市,龜山區,447,3,3,1,1
桃園市,八德區,655,3,11,1,1
桃園市,龍潭區,317,3,18,1,1
桃園市,平鎮區,844,3,19,1,1
桃園市,新屋區,129,3,17,1,1
桃園市,觀音區,312,3,9,1,1
桃園市,復興區,42,3,35,1,1
桃園市,中壢區,1290,3,10,1,1
桃園市,大溪區,297,3,27,1,1
基隆市,中正區,180,0,7,1,1
基隆市,七堵區,226,0,7,1,1
基隆市,暖暖區,129,0,7,1,1
基隆市,仁愛區,169,0,7,1,1
基隆市,中山區,188,0,7,1,1
基隆市,信義區,243,0,7,1,1
基隆市,安樂區,173,0,7,1,1
新竹市,東區,494,4,41,1,1
新竹市,北區,568,4,41,1,1
新竹市,香山區,266,4,41,1,1
新竹縣,竹北市,452,5,32,1,1
新竹縣,竹東鎮,270,5,33,1,1
新竹縣,新埔鎮,74,5,34,1,1
新竹縣,關西鎮,56,5,44,1,1
新竹縣,湖口鄉,254,5,26,1,1
新竹縣,新豐鄉,165,5,25,1,1
新竹縣,芎林鄉,43,5,33,1,1
新竹縣,橫山鄉,39,5,43,1,1
新竹縣,北埔鄉,35,5,52,1,1
新竹縣,寶山鄉,36,5,42,1,1
新竹縣,峨眉鄉,14,5,52,1,1
新竹縣,尖石鄉,72,5,54,1,2
新竹縣,五峰鄉,37,5,53,1,1
新竹縣,尖石鄉,72,5,64,1,2
宜蘭縣,宜蘭市,298,18,38,1,1
宜蘭縣,羅東鄉,202,18,47,1,1
宜蘭縣,蘇澳鎮,81,18,58,1,1
宜蘭縣,頭城鎮,81,18,24,1,2
宜蘭縣,頭城鎮,81,18,31,1,2
宜蘭縣,礁溪鄉,90,18,30,1,1
宜蘭縣,壯圍鄉,64,18,39,1,1
宜蘭縣,員山鄉,99,18,37,1,1
宜蘭縣,冬山鄉,143,18,47,1,1
宜蘭縣,五結鄉,104,18,48,1,1
宜蘭縣,三星鄉,48,18,46,1,1
宜蘭縣,大同鄉,31,18,45,1,7
宜蘭縣,大同鄉,31,18,55,1,7
宜蘭縣,大同鄉,31,18,56,1,7
宜蘭縣,大同鄉,31,18,65,1,7
宜蘭縣,大同鄉,31,18,66,1,7
宜蘭縣,大同鄉,31,18,75,1,7
宜蘭縣,大同鄉,31,18,76,1,7
宜蘭縣,南澳鄉,34,18,57,1,5
宜蘭縣,南澳鄉,34,18,67,1,5
宜蘭縣,南澳鄉,34,18,68,1,5
宜蘭縣,南澳鄉,34,18,77,1,5
宜蘭縣,南澳鄉,34,18,78,1,5
苗栗縣,苗栗市,263,6,49,1,1
苗栗縣,苑裡鎮,160,6,59,1,1
苗栗縣,通霄鎮,86,6,59,1,1
苗栗縣,竹南鎮,274,6,40,1,1
苗栗縣,頭份市,305,6,40,1,1
苗栗縣,後龍鎮,97,6,49,1,1
苗栗縣,卓蘭鎮,56,6,61,1,1
苗栗縣,大湖鄉,23,6,61,1,1
苗栗縣,公館鄉,89,6,50,1,1
苗栗縣,銅鑼鄉,62,6,60,1,1
苗栗縣,南庄鄉,35,6,62,1,1
苗栗縣,頭屋鄉,34,6,50,1,1
苗栗縣,三義鄉,48,6,60,1,1
苗栗縣,西湖鄉,14,6,49,1,1
苗栗縣,造橋鄉,40,6,50,1,1
苗栗縣,三灣鄉,17,6,51,1,1
苗栗縣,獅潭鄉,6,6,51,1,1
苗栗縣,泰安鄉,31,6,63,1,3
苗栗縣,泰安鄉,31,6,73,1,3
苗栗縣,泰安鄉,31,6,74,1,3
臺中市,中區,97,7,92,1,1
臺中市,東區,315,7,92,1,1
臺中市,西區,488,7,92,1,1
臺中市,南區,375,7,92,1,1
臺中市,北區,774,7,92,1,1
臺中市,西屯區,854,7,91,1,1
臺中市,南屯區,470,7,91,1,1
臺中市,北屯區,995,7,93,1,1
臺中市,豐原區,715,7,81,1,1
臺中市,東勢區,191,7,71,1,1
臺中市,大甲區,282,7,69,1,1
臺中市,清水區,292,7,79,1,1
臺中市,沙鹿區,317,7,79,1,1
臺中市,梧棲區,188,7,79,1,1
臺中市,后里區,222,7,70,1,1
臺中市,神岡區,296,7,80,1,1
臺中市,潭子區,496,7,81,1,1
臺中市,大雅區,393,7,80,1,1
臺中市,新社區,95,7,82,1,1
臺中市,石岡區,29,7,82,1,1
臺中市,外埔區,127,7,69,1,1
臺中市,大安區,57,7,69,1,1
臺中市,烏日區,250,7,102,1,1
臺中市,大肚區,193,7,90,1,1
臺中市,龍井區,273,7,90,1,1
臺中市,霧峰區,259,7,103,1,1
臺中市,太平區,767,7,93,1,1
臺中市,大里區,875,7,103,1,1
臺中市,和平區,32,7,72,1,6
臺中市,和平區,32,7,83,1,6
臺中市,和平區,32,7,84,1,6
臺中市,和平區,32,7,85,1,6
臺中市,和平區,32,7,94,1,6
臺中市,和平區,32,7,95,1,6
彰化縣,彰化市,698,8,100,1,1
彰化縣,鹿港鎮,249,8,99,1,1
彰化縣,和美鎮,298,8,89,1,1
彰化縣,線西鄉,42,8,89,1,1
彰化縣,伸港鄉,132,8,89,1,1
彰化縣,福興鄉,144,8,99,1,1
彰化縣,秀水鄉,127,8,100,1,1
彰化縣,花壇鄉,154,8,101,1,1
彰化縣,芬園鄉,83,8,101,1,1
彰化縣,員林市,329,8,111,1,1
彰化縣,溪湖鎮,167,8,110,1,1
彰化縣,田中鎮,115,8,122,1,1
彰化縣,大村鄉,131,8,111,1,1
彰化縣,埔鹽鄉,90,8,110,1,1
彰化縣,埔心鄉,109,8,110,1,1
彰化縣,永靖鄉,90,8,111,1,1
彰化縣,社頭鄉,107,8,122,1,1
彰化縣,二水鄉,45,8,122,1,1
彰化縣,北斗鎮,135,8,121,1,1
彰化縣,二林鎮,165,8,109,1,1
彰化縣,田尾鄉,72,8,121,1,1
彰化縣,埤頭鄉,104,8,121,1,1
彰化縣,芳苑鄉,103,8,109,1,1
彰化縣,大城鄉,35,8,120,1,1
彰化縣,竹塘鄉,22,8,120,1,1
彰化縣,溪州鄉,106,8,121,1,1
南投縣,南投市,310,10,123,1,1
南投縣,埔里鎮,346,10,114,1,1
南投縣,草屯鎮,325,10,112,1,1
南投縣,竹山鎮,192,10,146,1,2
南投縣,竹山鎮,192,10,158,1,2
南投縣,集集鎮,28,10,136,1,1
南投縣,名間鄉,85,10,135,1,1
南投縣,鹿谷鄉,30,10,147,1,1
南投縣,中寮鄉,26,10,124,1,1
南投縣,魚池鄉,43,10,125,1,1
南投縣,國姓鄉,36,10,113,1,1
南投縣,水里鄉,40,10,137,1,1
南投縣,信義鄉,79,10,138,1,8
南投縣,信義鄉,79,10,139,1,8
南投縣,信義鄉,79,10,148,1,8
南投縣,信義鄉,79,10,149,1,8
南投縣,信義鄉,79,10,159,1,8
南投縣,信義鄉,79,10,160,1,8
南投縣,信義鄉,79,10,161,1,8
南投縣,信義鄉,79,10,150,1,8
南投縣,仁愛鄉,135,10,104,1,6
南投縣,仁愛鄉,135,10,105,1,6
南投縣,仁愛鄉,135,10,115,1,6
南投縣,仁愛鄉,135,10,116,1,6
南投縣,仁愛鄉,135,10,126,1,6
南投縣,仁愛鄉,135,10,127,1,6
雲林縣,斗六市,430,9,145,1,1
雲林縣,斗南鎮,137,9,144,1,1
雲林縣,麥寮鄉,329,9,131,1,1
雲林縣,虎尾鎮,178,9,143,1,1
雲林縣,西螺鎮,125,9,132,1,1
雲林縣,土庫鎮,157,9,143,1,1
雲林縣,北港鎮,123,9,154,1,1
雲林縣,古坑鄉,42,9,145,1,1
雲林縣,大埤鄉,122,9,144,1,1
雲林縣,莿桐鄉,69,9,133,1,1
雲林縣,林內鄉,100,9,134,1,1
雲林縣,二崙鄉,82,9,132,1,1
雲林縣,崙背鄉,178,9,131,1,1
雲林縣,東勢鄉,58,9,142,1,1
雲林縣,褒忠鄉,51,9,143,1,1
雲林縣,臺西鄉,71,9,142,1,1
雲林縣,元長鄉,82,9,143,1,1
雲林縣,四湖鄉,69,9,142,1,1
雲林縣,口湖鄉,76,9,154,1,1
雲林縣,水林鄉,99,9,154,1,1
嘉義縣,太保市,127,12,166,1,1
嘉義縣,朴子市,156,12,166,1,1
嘉義縣,布袋鎮,60,12,175,1,1
嘉義縣,大林市,176,12,156,1,1
嘉義縣,民雄鄉,277,12,156,1,1
嘉義縣,溪口鄉,41,12,155,1,1
嘉義縣,新港鄉,86,12,155,1,1
嘉義縣,六腳鄉,49,12,165,1,1
嘉義縣,東石鄉,56,12,165,1,1
嘉義縣,義竹鄉,49,12,175,1,1
嘉義縣,鹿草鄉,30,12,166,1,1
嘉義縣,水上鄉,223,12,178,1,1
嘉義縣,中埔鄉,203,12,178,1,1
嘉義縣,竹崎鄉,122,12,168,1,1
嘉義縣,梅山鄉,49,12,157,1,1
嘉義縣,番路鄉,30,12,178,1,1
嘉義縣,大埔鄉,4,12,189,1,1
嘉義縣,阿里山鄉,18,12,169,1,2
嘉義縣,阿里山鄉,18,12,179,1,2
嘉義市,東區,347,11,167,1,1
嘉義市,西區,415,11,167,1,1
花蓮縣,花蓮市,352,17,98,1,1
花蓮縣,鳳林鎮,31,17,130,1,1
花蓮縣,玉里鎮,75,17,164,1,2
花蓮縣,玉里鎮,75,17,174,1,2
花蓮縣,新城鄉,105,17,88,1,1
花蓮縣,吉安鄉,295,17,108,1,1
花蓮縣,壽豐鄉,56,17,119,1,1
花蓮縣,光復鄉,38,17,141,1,1
花蓮縣,豐濱鄉,12,17,153,1,1
花蓮縣,瑞穗鄉,64,17,152,1,1
花蓮縣,富里鄉,38,17,184,1,2
花蓮縣,富里鄉,38,17,195,1,2
花蓮縣,秀林鄉,127,17,86,1,8
花蓮縣,秀林鄉,127,17,87,1,8
花蓮縣,秀林鄉,127,17,96,1,8
花蓮縣,秀林鄉,127,17,97,1,8
花蓮縣,秀林鄉,127,17,106,1,8
花蓮縣,秀林鄉,127,17,107,1,8
花蓮縣,秀林鄉,127,17,117,1,8
花蓮縣,秀林鄉,127,17,118,1,8
花蓮縣,萬榮鄉,98,17,128,1,4
花蓮縣,萬榮鄉,98,17,129,1,4
花蓮縣,萬榮鄉,98,17,140,1,4
花蓮縣,萬榮鄉,98,17,151,1,4
花蓮縣,卓溪鄉,25,17,162,1,9
花蓮縣,卓溪鄉,25,17,163,1,9
花蓮縣,卓溪鄉,25,17,171,1,9
